SOURCE	TARGET	Type	Language	Word	Source_Gloss	Target_Gloss	Direction
to breathe	to smell, scent	Polysemy	Mwotlap	mōkheg	to breathe	to perceive a smell	—
leaf	sheet of paper	Polysemy	Farsi	бäрг	tree leaf	sheet of paper	
leaf	sheet of paper	Derivation	Erzya		leaf (plant)	sheet of paper	→
leaf	sheet of paper	Polysemy	Hungarian	levél	leaf (plant)	letter	
leaf	sheet of paper	Polysemy	English	leaf	leaf, foliage [НБАРС 333]	page (book) [НБАРС 183]	
leaf	sheet of paper	Polysemy	German	Blatt	leaf, petal [НЕМ 174]	sheet of paper	
leaf	sheet of paper	Polysemy	Russian	list	leave	sheet	
leaf	sheet of paper	Polysemy	Arabic	waraḳat-	leaf (tree) [BK II 1522]	sheet of paper or parchment	
leaf	sheet of paper	Polysemy	Amharic	ḳəṭäl	leaf [K 829]	sheet, page of a book	
leaf	sheet of paper	Polysemy	Tabassaran	k’až	leaf	letter	
leaf	sheet of paper	Polysemy	Fula	kaakol	plant leaf	note	→
leaf	sheet of paper	Polysemy	French	feuille	leaf	sheet of paper	→
leaf	sheet of paper	Polysemy	Norwegian	blad	leaf	sheet of paper	→
leaf	sheet of paper	Polysemy	Danish	blad	leaf	sheet of paper	→
leaf	sheet of paper	Polysemy	Swedish	blad	leaf	sheet of paper	→
leaf	sheet of paper	Polysemy	Icelandic	blað	leaf	sheet of paper	→
leaf	sheet of paper	Polysemy	Yaqui (Hiaki)	sawa	leaf	page	→
leaf	green	Derivation	Evenki		leaf (plant)	green; yellow (the colour of leaves)	→
leaf	green	Derivation	Amharic		&#39;leaf	&#39;green, olive-green, greenish, leaf-like&#39;	→
leaf	green	Cognates			foliage	&#39;yellow, green (as a natural color)&#39;	←
leaf	oar	Polysemy	Icelandic	blað	leaf	blade	→
leaf	oar	Polysemy	Udihe	абдэhæ	plant leaf	blade	
leaf	&lt;plant (biol.)&gt;	Polysemy	Karaim	йапрак	tree leaf	cabbage	
leaf	&lt;plant (biol.)&gt;	Polysemy	Karaim	йапрак	tree leaf	tobacco (plant)	
leaf	crucian	Polysemy	Udihe	абдеʰæ	leaf (plant)	crucian carp	→
leaf	blade	Polysemy	Spanish	hoja	plant leaf	blade	→
leaf	ear	Polysemy	Fula	kaakol	plant leaf	auricle	→
leaf	flower	Polysemy	Koryak	в&#39;ытв&#39;ыт	leaf (tree)	flower	—
leaf	flower	Polysemy	Ancient Greek	πέταλον	leaf	flower	—
leaf	money	Polysemy	Erzya	лопа	leaf (plant)	rouble (obs., fig.)	→
leaf	feather	Polysemy	Jarawara	afe//efe	leaf	feather, wing	—
leaf	chanterelle	Derivation	Mari		leaf	chanterelle	→
leaf	letter (text)	Polysemy	Hungarian	levél	leaf	letter (text)	→
sheet of paper	layer	Polysemy	Lezgian	čar	sheet of paper, paper	layer	
to go astray	to err, be wrong	Polysemy	Ancient Greek	πλάνη	wandering	fallacy	→
to go astray	to err, be wrong	Polysemy	Nganasan	дюгуса	to get lost	to be mistaken	
to go astray	to err, be wrong	Polysemy	Komi	ылавны	to get lost	to be mistaken	—
to go astray	to err, be wrong	Derivation	Russian		to get lost	to be wrong	
to go astray	to err, be wrong	Polysemy	Geez	səḥta	lose (the way), get lost	make a mistake, err	—
to go astray	to err, be wrong	Polysemy	Amharic	tänsäwallälä	wander, walk without purpose (K 569)	to be imbecile	
to go astray	to err, be wrong	Polysemy	Geez	gegaya	err, go astray, go wrong	err	→
to go astray	to err, be wrong	Polysemy	Karaim	азас-	to get lost	to be mistaken	
to go astray	to err, be wrong	Polysemy	Latin	erro	to lose one&#39;s way, to get lost	to be wrong	→
to go astray	to err, be wrong	Polysemy	Tagalog	máhidwâ	to get lost	to be mistaken (fig.)	→
to go astray	to err, be wrong	Polysemy	Lak	äjq&#39;in	to get lost, to lose the way	to be mistaken, to do wrong	→
to go astray	to err, be wrong	Polysemy	Burmese	лàнхмà	to get lost, to lose the way	to be wrong; fallacy	—
to err, be wrong	to sin	Polysemy	Romanian	a greşi	to be wrong	to sin	—
to err, be wrong	to sin	Cognates			error	sin	→
to err, be wrong	to sin	Polysemy	Geez	səḥta	make a mistake, err	sin, do wrong	—
to err, be wrong	to sin	Derivation	Tagalog		error	blame, sin	→
to err, be wrong	to sin	Polysemy	Spanish	pecar	to be wrong	to sin	—
to err, be wrong	to sin	Polysemy	Geez	gegaya	err	go wrong, sin, deal wrongfully, deceive, beguile	→
to err, be wrong	to sin	Polysemy	Osetin	rædyjyn / rædujun	to be wrong	to sin	→
to err, be wrong	to sin	Polysemy	Classical Arabic	ḫaṭiʔa	to commit a mistake, an error	to commit a sin, a crime	→
to fill (tr.)	to carry out	Polysemy	Sanskrit	pūrtá	full, filled, complete , completed , perfected	fulfilling , fulfilment	—
to fill (tr.)	to carry out	Polysemy	Romanian	a împlini	to fill	to fulfil	→
to fill (tr.)	to carry out	Polysemy	German	erfüllen	to fill	to fulfil	
to fill (tr.)	to carry out	Polysemy	Armenian	glxel	to fill	to finish	
to fill (tr.)	to carry out	Polysemy	Ancient Greek	ἐκ-πίμπλημι	to fill	to realize	
to fill (tr.)	to carry out	Derivation	Russian		full, complete	to fulfil	
to fill (tr.)	to carry out	Polysemy	Geez	malʔa	to fill, to be full	to be completed, fulfilled [LGz. 342]	
to fill (tr.)	to carry out	Polysemy	German	erfüllen	to fill [Duden 1074]	to fulfil (duty, demands etc)	
to fill (tr.)	to carry out	Derivation	English		to fill	to fulfil, to complete (a task etc) [OERD 560]	
to fill (tr.)	to carry out	Polysemy	Ancient Greek	πληρόω	to fill	to fulfil, to realize	
to fill (tr.)	to carry out	Polysemy	Latin	compleo	to fill	to fulfil, to finish	
to fill (tr.)	to carry out	Polysemy	Yakut	толор-	to fill	to fulfil	→
to fill (tr.)	to carry out	Polysemy	Komi	тыртны	to fill	to fulfil	
to fill (tr.)	to carry out	Derivation	Norwegian		to fill (tr.)	to carry out	→
to fill (tr.)	to carry out	Derivation	Danish		to fill (tr.)	to carry out	→
to fill (tr.)	to carry out	Derivation	Swedish		to fill (tr.)	to carry out	→
to fill (tr.)	to carry out	Derivation	Icelandic		to fill (tr.)	to carry out	→
to fill (tr.)	pregnant	Polysemy	Komi	тыра	full, filled	pregnant (animal)	
to fill (tr.)	to end	Polysemy	Karaim	тол-	to fill, to be full	to be over (time)	
to fill (tr.)	to become infected	Polysemy	Gagauz	dol-	to fill	to catch (a desease)	
paint, dye (n.)	colour	Polysemy	Lezgian	rang	paint, dye	colour	
paint, dye (n.)	colour	Polysemy	Czech	barva	paint [Павлович 1976: 25]	colour	
paint, dye (n.)	colour	Polysemy	Turkmen	сыр	paint	colour	
paint, dye (n.)	colour	Polysemy	Amharic	ḳäläm	paint [K 678]	colour, complexion [K 678]	
paint, dye (n.)	colour	Polysemy	German	Farbe	dye, paint [Duden 1157]	colour [Duden 1157]	
paint, dye (n.)	colour	Polysemy	Norwegian	farge	paint, dye (n.)	colour	→
paint, dye (n.)	colour	Polysemy	Danish	farve	paint, dye (n.)	colour	→
paint, dye (n.)	colour	Polysemy	Swedish	färg	paint, dye (n.)	colour	→
paint, dye (n.)	colour	Polysemy	Icelandic	litur	paint, dye (n.)	colour	→
sour	angry	Polysemy	German	sauer	sour	angry	
sour	angry	Polysemy	Geez	maḍiḍ	‘кислый’	angry	
sour	angry	Polysemy	Amharic	täḳʷäṭṭa	to become strong or sour (ejj-mead or tella-beer from being stored too long)	to be or become angry, mad, enraged; to erupt (skin), become inflamed (sore)	
sour	sad	Polysemy	English	sour	sour	gloomy, displeased	—
sour	sad	Polysemy	Mandarin Chinese	suān	sour (taste)	sad, sorrowful	→
sour	sad	Polysemy	Turkish	ekşi	sour	sad	—
sour	sad	Polysemy	Romanian	acru	sour	gloomy, sad	→
sour	sad	Polysemy	Norwegian	sur	sour	dissatisfied	→
sour	sad	Polysemy	Danish	sur	sour	in a bad mood	→
sour	sad	Polysemy	Swedish	sur	sour	sad	→
sour	sad	Polysemy	Icelandic	súr	sour	displeased	→
sour	proud	Polysemy	Mandarin Chinese	suān	sour (taste)	arrogant	→
sour	&lt;plant (biol.)&gt;	Derivation	Mandarin Chinese		sour (taste)	sorrel	→
brilliant, glaring	white	Polysemy	Tigrinya	baʕ bälä	to become bright, light (place originally dark), to blaze	to be white, very clean (garment)	—
brilliant, glaring	white	Polysemy	Arabic	ʔazhar-	shining, glittering	white	
brilliant, glaring	white	Polysemy	Arabic	ʔabyaḍ-	shining, glittering (BK I 184)	white (BK I 184)	←
brilliant, glaring	white	Polysemy	Geez	ṣāʕdā, ṣaʕadā, ḍaʕadā	(BK I 184) (LGz. 542, LLA 1307)	white (LGz. 542, LLA 1307)	←
brilliant, glaring	white	Polysemy	Ancient Greek	λευκός	shining, glistening	white	
brilliant, glaring	glad	Polysemy	Yakut	дьаралык	glitter, shine	delight, joy	—
brilliant, glaring	glad	Polysemy	English	bright	bright, brilliant, clear (НБАРС I 278)	cheerful, vivacious	—
brilliant, glaring	glad	Polysemy	Akkadian	ḫelû	to shine, to glitter	to be cheerful (CAD X 169)	—
brilliant, glaring	glad	Polysemy	Akkadian	namāru, nawāru	to shine, to be brilliant (CAD NI 209)	to be cheerful (CAD NI 209)	→
brilliant, glaring	glad	Polysemy	Classical Arabic	tahallala	to glitter, to shine	to exult (BK II 1434)	—
brilliant, glaring	glad	Polysemy	Ancient Greek	γανόω	to polish	to amuse, to please	—
brilliant, glaring	glad	Polysemy	Ancient Greek	γελάω	to laugh	to shine, to beam, to glitter	—
brilliant, glaring	clever	Polysemy	Syriac	nahir	light, bright, shining, clear	&#39;enlightened, wise, far-seeing, clear-sighted&#39;	→
brilliant, glaring	clever	Polysemy	Tigre	bārəh	&#39;shining, bright, clean&#39;	&#39;clever&#39;	→
brilliant, glaring	clever	Polysemy	English	bright	shining, glittering	smart	→
brilliant, glaring	clever	Semantic evolution		ʔalmaʕ-u	brightly shining, sparkling, flashing, glowing	sagacious, smart, shrewd, clever, bright, intelligent	→
brilliant, glaring	clever	Polysemy	English	brilliant	brilliant, glaring	intelligent	→
brilliant, glaring	moon	Derivation	Classical Arabic		shining, clean, white (cloth)	moon	→
brilliant, glaring	moon	Cognates			&#39;brightness, daylight; light; dawn&#39;	&#39;moon&#39;	→
brilliant, glaring	moon	Derivation	Classical Arabic	ʔazhar-	shining, glittering	moon	→
brilliant, glaring	spot, stain	Polysemy	Arabic	waḍaḥ-	glitter, shine	white spot on a horse&#39;s forehead or legs	→
brilliant, glaring	spot, stain	Derivation	Arabic		shining, glittering	white spot on an animal&#39;s forehead	—
brilliant, glaring	spot, stain	Derivation	Jewish Aramaic		&#39;to shine with a pale light, be white, glisten&#39; &#39;to shine with a pale light, be white, glisten&#39;	&#39;white scurf&#39;	—
brilliant, glaring	spot, stain	Derivation	Tigrinya		&#39;to be clear (sky, weather); to shine, be bright&#39;	&#39;spotted with light brown and white (cow&#39;s coat), piebald, having a blaze on the forehead&#39;	→
brilliant, glaring	spot, stain	Polysemy	Tigrinya	bägbäg bälä	to flash, gleam suddenly; to burn, to blaze	to be dotted, spotted, beflecked with pimples (from measles, etc.)	→
brilliant, glaring	transparent	Polysemy	Syriac	nahir	&#39;light, bright, shining&#39;	&#39;clear, transparent&#39;	→
brilliant, glaring	loud	Polysemy	Ancient Greek	φᾰεινός	shining, glittering, bright	clear, loud	→
brilliant, glaring	loud	Polysemy	English	loud	loud	loud	←
dark (adj.)	incomprehensible	Cognates			to be dark	to be dark, unclear	
dark (adj.)	incomprehensible	Polysemy	Russian	temnyj	dark	unclear	
dark (adj.)	incomprehensible	Polysemy	English	obscure	dark (OERD 1003]	unclear, vague	
dark (adj.)	incomprehensible	Polysemy	German	dunkel	dark [Duden 880]	unclear, vague	
dark (adj.)	incomprehensible	Polysemy	Armenian	mut(h)	dark	incomprehensible	
dark (adj.)	incomprehensible	Polysemy	Mandarin Chinese	ài	dark	unclear, vague	—
dark (adj.)	incomprehensible	Polysemy	Nganasan	хойминтiə	dark	unknown	
dark (adj.)	incomprehensible	Polysemy	French	obscur	dark (adj.)	difficult to understand	→
dark (adj.)	incomprehensible	Polysemy	English	opaque	dark (adj.)	incomprehensible	→
dark (adj.)	incomprehensible	Polysemy	English	murky	dark (adj.)	incomprehensible	→
dark (adj.)	incomprehensible	Polysemy	English	muddy	dark (adj.)	incomprehensible	→
dark (adj.)	to hide (tr.)	Cognates			dark, red	to hide, to conceal a secret	
dark (adj.)	to hide (tr.)	Cognates			to be dark	to hide	
dark (adj.)	ignorant	Polysemy	Mongolian (Khalkha)	büdeg	dim, opaque	stupid, ignorant person	→
dark (adj.)	ignorant	Polysemy	Mongolian (Khalkha)		dull, gloomy, murky	ignorance	—
dark (adj.)	ignorant	Polysemy	Japanese	kurai (暗い)	dark	ignorant	→
dark (adj.)	ignorant	Polysemy	Komi	пемыдлун	darkness	ignorance	
dark (adj.)	ignorant	Polysemy	Armenian	xavar	dark	ignorant	
dark (adj.)	ignorant	Polysemy	Moksha	шобда	dark	ignorant	
dark (adj.)	ignorant	Polysemy	Russian	temnyj	dark	ignoramus, dipstick	
dark (adj.)	ignorant	Polysemy	Erzya	чопода	dark	ignorant	
dark (adj.)	ignorant	Polysemy	Mandarin Chinese	àn	dark, gloomy, dim	ignorant	
dark (adj.)	ignorant	Polysemy	Lezgian	mič’i	dark	ignorant	
dark (adj.)	ignorant	Polysemy	Sanskrit	tamobhūta	covered with darkness	ignorant	→
dark (adj.)	ignorant	Polysemy	Mandarin Chinese	hēi	black, dark	ignorant, stupid	→
dark (adj.)	ignorant	Polysemy	Hungarian	sötét	dark (adj.)	ignorant	→
dark (adj.)	ignorant	Polysemy	Azeri	zülmət	shadow, darkness	ignorance	→
dark (adj.)	bad	Polysemy	Saamic	чоаhпесь	black, dark	bad	
dark (adj.)	bad	Polysemy	Russian	temnyj	dark	dark	
dark (adj.)	gloomy	Polysemy	French	sombre	dark	gloomy, displeased	→
dark (adj.)	gloomy	Polysemy	Japanese	kurai (暗い)	dark	gloomy, somber	→
dark (adj.)	gloomy	Polysemy	Tagalog	kumulimlím	to get dark	to sadden	→
dark (adj.)	gloomy	Polysemy	Akkadian	ekēlu	to be dark	to be gloomy	—
dark (adj.)	gloomy	Polysemy	Czech	chmurný	dull [Павлович 1976: 145]	gloomy (fig.)	—
dark (adj.)	gloomy	Polysemy	Armenian	mut(h)	dark	gloomy	—
dark (adj.)	gloomy	Derivation	Russian		darkness	gloomy	→
dark (adj.)	gloomy	Polysemy	Akkadian	adāru	to become obscured (said of heavenly bodies, etc.)	to be worried, disturbed, restless	—
dark (adj.)	gloomy	Polysemy	Danish	mørk	dark (adj.)	gloomy, unsatisfied	→
dark (adj.)	gloomy	Polysemy	Swedish	mörk	dark (adj.)	gloomy	→
dark (adj.)	gloomy	Polysemy	Icelandic	myrkur	dark (adj.)	gloomy	→
dark (adj.)	strong (of liquid or smell)	Polysemy	Japanese	koi (濃い)	deep (colour); dark;	strong (flavour, smell, etc.)	→
dark (adj.)	prison	Derivation	Russian		dark	jail	→
dark (adj.)	blind	Polysemy	Chamalal	zaqub	dark	blind	—
dark (adj.)	blind	Polysemy	Old East Slavic		dark	blind	→
dark (adj.)	blind	Polysemy	Karata	becːob	dark	blind	—
dark (adj.)	fearful, dreadful	Derivation	Latin		black, dark-coloured	terrible in appearance or aspect, frightful, dreadful	→
dark (adj.)	animal	Derivation	Komi		dark (adj.)	animal	→
to wet, moisten	to dye	Polysemy	Ancient Greek	βάπτω	to plunge, to immerse	to dip into dye &gt; to dye	
to wet, moisten	to dye	Polysemy	Arabic	ṣabaɣa	to put in water, to soak (BK I 1307)	to dye (fabric) (BK I 1307)	
to wet, moisten	to dye	Polysemy	Geez	ṭamʕa	to soak	to paint, to dye (LGz. 592)	
to wet, moisten	to beat, hit	Polysemy	Russian	močit&#39;	to moisten	to moisten	→
to wet, moisten	to beat, hit	Cognates			to moisten, to wet, to soak	to beat	→
to wet, moisten	to drink	Cognates			to moisten, to wet, to soak	to drink alcohol	→
to wet, moisten	to drink	Derivation	French		to moisten, to wet	to get drunk	→
to shine, glitter	to become visible	Polysemy	Classical Arabic	lāḥa	to glitter, to glisten	to appear [Lane 2679]	→
to shine, glitter	to become visible	Derivation	German		to glitter, to glisten, to shine	to appear, to become	→
to shine, glitter	to see/to look at	Polysemy	Arabic	lamaḥa	to glitter [Lane 2672]	to look [Lane 2672]	
to shine, glitter	to see/to look at	Cognates			to glitter, to glisten	to look (CAD B 115, AHw. 109)	
to shine, glitter	to see/to look at	Polysemy	Romanian	a vedea	to shine	to look	←
to shine, glitter	to see/to look at	Polysemy	Modern Greek	βλέπω	to give light (dialect) (Младенова 2002 76)	to look (Младенова 2002 76)	←
to shine, glitter	to see/to look at	Cognates			to shine [Фасмер 2, 105-106]	to look [СС, p. 242]	
to shine, glitter	to shout	Derivation	Arabic		to glitter (snow)	to shout with joy	—
to shine, glitter	to shout	Polysemy	Jewish Aramaic	ṣəhal	&#39;to be bright, glad&#39;	&#39;to shout&#39;	—
to shine, glitter	&lt;cold steel&gt;	Polysemy	Classical Arabic	ʔazrạḳ-	shining, glittering	spear, arrow	→
to shine, glitter	&lt;cold steel&gt;	Borrowing			to glitter, to shine, to sparkle	sword (Acc.)	→
to shine, glitter	star	Derivation	Sanskrit		to shine upon, illuminate	pl. the heavenly bodies , planets and stars	→
to shine, glitter	star	Derivation	Old Irish		pure, bright	star	→
to shine, glitter	star	Derivation	Sanskrit	bhā-	to shine, be bright or luminous	a star , planet , asterism , lunar asterism or mansion; N. of the planet Venus or its regent	→
to shine, glitter	to boast	Polysemy	Mandarin Chinese	xuàn	to shine, to glitter	to boast, to put on air	→
to shine, glitter	to palpitate	Polysemy	Tigrinya	maḥ bälä	to gleam, shine, glitter, sparkle	to pound, throb	—
to cut (tr.)	to decide	Derivation	Serbo-Croatian		separate	decide	—
to cut (tr.)	to decide	Polysemy	Turkish	cezmet-	to chop off, to clip	to take the final decision	→
to cut (tr.)	to decide	Polysemy	Ancient Greek	διαιρέω	to cut up, to cleave	to solve a problem	→
to cut (tr.)	to decide	Derivation	Swahili		to cut	to decide, to take decisions	—
to cut (tr.)	to decide	Polysemy	Chaha	anṭä-m	cut, slaughter, reap cereals, harvest grain	decide	→
to cut (tr.)	to decide	Polysemy	Classical Arabic	ğazama	to cut, cut off	to decide, to determine	→
to cut (tr.)	to decide	Polysemy	Amharic	ḳʷärräṭä	to cut, cut off (K 739)	to decide, fix, deternine (on s.th.), to make a resolution	→
to cut (tr.)	to decide	Polysemy	Ancient Hebrew	gzr (qal)	to cut	to decide	→
to cut (tr.)	to decide	Polysemy	Tigre	batka	to cut	to decide	→
to cut (tr.)	to decide	Polysemy	Latin	decido	to cut, to chop off	to decide	→
to cut (tr.)	to decide	Polysemy	Mandarin Chinese	jué	cut	decide	→
to cut (tr.)	to decide	Polysemy	Tibetan	gcod-pa	to cut (off)	to solve (question)	→
to cut (tr.)	to decide	Derivation	Basque		cut	make someone cut; decide	→
to cut (tr.)	to decide	Polysemy	Endo	til	cut	decide	→
to cut (tr.)	to decide	Derivation	Akkadian		to chop off, dismember	to render a verdict, to make a decision	→
to cut (tr.)	to decide	Polysemy	Classical Arabic	batta	to cut	to decide	→
to cut (tr.)	to decide	Derivation	Geez		to cut, amputate	decided, decided upon, definite	→
to cut (tr.)	to decide	Cognates			cut off, shear	to take a decision	→
to cut (tr.)	to calculate, count	Polysemy	Old Norse	skora	to cut	to count	
to cut (tr.)	to calculate, count	Polysemy	Latin	puto	to mow	to calculate	
